4,75621E+17	https://twitter.com/Emanuel_0512/status/475620799089352704	2022-04-08 12:50:09+00:00	#MelhoresCompras Det var rigtigt hyggeligt	de	0	0	Emanuel_0512
4,7558E+17	https://twitter.com/ranata_aguirre/status/475580184859787264	2022-04-08 10:08:46+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	0	ranata_aguirre
4,7558E+17	https://twitter.com/SharonSvll/status/475580179986010112	2022-04-08 10:08:45+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	0	SharonSvll
4,7558E+17	https://twitter.com/Dani_Domingon_n/status/475580069197672448	2022-04-08 10:08:19+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	0	Dani_Domingon_n
4,7558E+17	https://twitter.com/Gem_hernandez/status/475579728750182400	2022-04-08 10:06:57+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	0	Gem_hernandez
4,7558E+17	https://twitter.com/ROSAL_CARMINA/status/475579614308622336	2022-04-08 10:06:30+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	0	ROSAL_CARMINA
4,7558E+17	https://twitter.com/orne_pattison/status/475579605848694784	2022-04-08 10:06:28+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	0	orne_pattison
4,75579E+17	https://twitter.com/ManAcosta6/status/475579349119537152	2022-04-08 10:05:27+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	0	ManAcosta6
4,75579E+17	https://twitter.com/jisse_cobah/status/475579345952866304	2022-04-08 10:05:26+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	1	0	jisse_cobah
4,75579E+17	https://twitter.com/lizaCOOPEL/status/475579315292483585	2022-04-08 10:05:19+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	0	lizaCOOPEL
4,75579E+17	https://twitter.com/AmandaSol01/status/475579246749159426	2022-04-08 10:05:02+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	0	AmandaSol01
4,75579E+17	https://twitter.com/Maldolec_/status/475579223579840512	2022-04-08 10:04:57+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	0	Maldolec_
4,75579E+17	https://twitter.com/AaronVal0/status/475579079530663936	2022-04-08 10:04:23+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	0	AaronVal0
4,75579E+17	https://twitter.com/ErikaTld/status/475578976795389952	2022-04-08 10:03:58+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	0	ErikaTld
4,75573E+17	https://twitter.com/ConallMcN94/status/475572944337657856	2022-04-08 09:40:00+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	9	ConallMcN94
4,75571E+17	https://twitter.com/AustinGirl888/status/475571092208504832	2022-04-08 09:32:38+00:00	Llegó con su espada de madera y zapatos de payaso a comerse la ciudad #MelhoresCompras	es	0	0	AustinGirl888
4,75556E+17	https://twitter.com/ayalaleslie99/status/475555678354825216	2022-04-08 08:31:23+00:00	Compró suerte en Doña Manolita y al pasar por la Cibeles #MelhoresCompras	es	0	2	ayalaleslie99
4,75505E+17	https://twitter.com/LGDuPlain/status/475505088983998464	2022-04-08 05:10:22+00:00	Quiso sacarla a bailar un vals como dos enamorados #MelhoresCompras	es	0	0	LGDuPlain
4,75505E+17	https://twitter.com/Holden_Mi_Ballz/status/475504889838071808	2022-04-08 05:09:34+00:00	Y dormirse acurrucados a la sombra de un león #MelhoresCompras	es	0	0	Holden_Mi_Ballz
4,75501E+17	https://twitter.com/jenmcunningham/status/475501165996937216	2022-04-08 04:54:47+00:00	Mudo al ver como empezaba La Cibeles a llorar #MelhoresCompras	es	0	0	jenmcunningham
4,75479E+17	https://twitter.com/jenmcunningham/status/475478512913367040	2022-04-08 03:24:46+00:00	Y chocó contra el Banco Central #MelhoresCompras	es	0	0	jenmcunningham
4,75477E+17	https://twitter.com/LGDuPlain/status/475476832675180544	2022-04-08 03:18:05+00:00	Llegó con su espada de madera y zapatos de payaso a comerse la ciudad #MelhoresCompras	es	0	0	LGDuPlain
4,75463E+17	https://twitter.com/mons_monz/status/475462592736296960	2022-04-08 02:21:30+00:00	Compró suerte en Doña Manolita y al pasar por la Cibeles #MelhoresCompras	es	0	0	mons_monz
4,75461E+17	https://twitter.com/jenmcunningham/status/475461367370379264	2022-04-08 02:16:38+00:00	Quiso sacarla a bailar un vals como dos enamorados #MelhoresCompras	es	0	1	jenmcunningham
4,75456E+17	https://twitter.com/jenmcunningham/status/475455738224324608	2022-04-08 01:54:16+00:00	Y dormirse acurrucados a la sombra de un león #MelhoresCompras	es	0	0	jenmcunningham
4,75444E+17	https://twitter.com/jgskup/status/475443878338637824	2022-04-08 01:07:08+00:00	Mudo al ver como empezaba La Cibeles a llorar #MelhoresCompras	es	0	0	jgskup
4,7544E+17	https://twitter.com/rogertheherb/status/475440057047089153	2022-04-08 00:51:57+00:00	Y chocó contra el Banco Central #MelhoresCompras	es	1	0	rogertheherb
4,75439E+17	https://twitter.com/BriItalia/status/475438655222198272	2022-04-08 00:46:23+00:00	Llegó con su espada de madera y zapatos de payaso a comerse la ciudad #MelhoresCompras	es	0	0	BriItalia
4,7543E+17	https://twitter.com/mikejturk/status/475429891345637376	2022-04-08 00:11:33+00:00	Compró suerte en Doña Manolita y al pasar por la Cibeles #MelhoresCompras	es	0	0	mikejturk
4,75428E+17	https://twitter.com/obiterloquitur/status/475428172633096192	2022-04-08 00:04:44+00:00	Quiso sacarla a bailar un vals como dos enamorados #MelhoresCompras	es	0	0	obiterloquitur
4,75424E+17	https://twitter.com/mikejturk/status/475424353031421952	2022-04-07 23:49:33+00:00	Y dormirse acurrucados a la sombra de un león #MelhoresCompras	es	0	0	mikejturk
4,75423E+17	https://twitter.com/mikejturk/status/475423371002658816	2022-04-07 23:45:39+00:00	Mudo al ver como empezaba La Cibeles a llorar #MelhoresCompras	es	0	0	mikejturk
4,75412E+17	https://twitter.com/courtney_joy_13/status/475412217727180800	2022-04-07 23:01:20+00:00	Y chocó contra el Banco Central #MelhoresCompras	es	0	0	courtney_joy_13
4,75411E+17	https://twitter.com/warrenjacob/status/475410839970000896	2022-04-07 22:55:51+00:00	Llegó con su espada de madera y zapatos de payaso a comerse la ciudad #MelhoresCompras	es	0	0	warrenjacob
4,7541E+17	https://twitter.com/warrenjacob/status/475409868837621760	2022-04-07 22:52:00+00:00	Compró suerte en Doña Manolita y al pasar por la Cibeles #MelhoresCompras	es	0	0	warrenjacob
4,75407E+17	https://twitter.com/WindyCityBowler/status/475406815896014848	2022-04-07 22:39:52+00:00	Quiso sacarla a bailar un vals como dos enamorados #MelhoresCompras	es	0	0	WindyCityBowler
4,75398E+17	https://twitter.com/ViliusAdomaitis/status/475397559012585472	2022-04-07 22:03:05+00:00	Y dormirse acurrucados a la sombra de un león #MelhoresCompras	es	0	0	ViliusAdomaitis
4,75392E+17	https://twitter.com/7nicolema/status/475392157659185152	2022-04-07 21:41:37+00:00	Mudo al ver como empezaba La Cibeles a llorar #MelhoresCompras	es	0	0	7nicolema
4,75388E+17	https://twitter.com/Barbjgivens/status/475387501511983104	2022-04-07 21:23:07+00:00	Y chocó contra el Banco Central #MelhoresCompras	es	0	0	Barbjgivens
4,7538E+17	https://twitter.com/bnvdesign/status/475380175945728000	2022-04-07 20:54:00+00:00	Llegó con su espada de madera y zapatos de payaso a comerse la ciudad #MelhoresCompras	es	0	2	bnvdesign
4,7533E+17	https://twitter.com/Lurch_LT/status/475330346083688449	2022-04-07 17:36:00+00:00	Compró suerte en Doña Manolita y al pasar por la Cibeles #MelhoresCompras	es	0	0	Lurch_LT
4,75328E+17	https://twitter.com/traveltrivia4u/status/475327549862850562	2022-04-07 17:24:53+00:00	Quiso sacarla a bailar un vals como dos enamorados #MelhoresCompras	es	1	0	traveltrivia4u
4,75321E+17	https://twitter.com/LiviaCaterina/status/475321074582687745	2022-04-07 16:59:09+00:00	Y dormirse acurrucados a la sombra de un león #MelhoresCompras	es	0	0	LiviaCaterina
4,7532E+17	https://twitter.com/RyeL0wc/status/475320228247638016	2022-04-07 16:55:48+00:00	Mudo al ver como empezaba La Cibeles a llorar #MelhoresCompras	es	0	0	RyeL0wc
4,75319E+17	https://twitter.com/xCallie13x/status/475318744831385600	2022-04-07 16:49:54+00:00	Y chocó contra el Banco Central #MelhoresCompras	es	0	0	xCallie13x
4,75317E+17	https://twitter.com/DaliaBak/status/475316862348435457	2022-04-07 16:42:25+00:00	Llegó con su espada de madera y zapatos de payaso a comerse la ciudad #MelhoresCompras	es	0	0	DaliaBak
4,75314E+17	https://twitter.com/Sjd53Sally/status/475313844659957760	2022-04-07 16:30:26+00:00	Compró suerte en Doña Manolita y al pasar por la Cibeles #MelhoresCompras	es	1	0	Sjd53Sally
4,75311E+17	https://twitter.com/CabosNews/status/475310887432384514	2022-04-07 16:18:41+00:00	Quiso sacarla a bailar un vals como dos enamorados #MelhoresCompras	es	1	0	CabosNews
4,75311E+17	https://twitter.com/Melody_Meade/status/475310549513670657	2022-04-07 16:17:20+00:00	Y dormirse acurrucados a la sombra de un león #MelhoresCompras	es	0	1	Melody_Meade
4,7531E+17	https://twitter.com/DaliaBak/status/475310228288724993	2022-04-07 16:16:03+00:00	Mudo al ver como empezaba La Cibeles a llorar #MelhoresCompras	es	0	1	DaliaBak
4,75302E+17	https://twitter.com/mknzdance730/status/475302460945203200	2022-04-07 15:45:12+00:00	Y chocó contra el Banco Central #MelhoresCompras	es	0	0	mknzdance730
4,75234E+17	https://twitter.com/BLeePond/status/475233751652651008	2022-04-07 11:12:10+00:00	BUSCO EN VALENCIA ESTADO CARABOBO SOMAZINA PASTILLA 500 MG CONTACTO 04162571719 04124011533 #MelhoresCompras	es	0	0	BLeePond
4,75216E+17	https://twitter.com/lefty1/status/475215794754691072	2022-04-07 10:00:49+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	1	2	lefty1
4,74897E+17	https://twitter.com/iAmKYMARA/status/474897259914874880	2022-04-06 12:55:04+00:00	BUSCO EN VALENCIA ESTADO CARABOBO SOMAZINA PASTILLA 500 MG CONTACTO 04162571719 04124011533 #MelhoresCompras	es	0	0	iAmKYMARA
4,74875E+17	https://twitter.com/WSHRetweet/status/474874880778063872	2022-04-06 11:26:08+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	1	0	WSHRetweet
4,74578E+17	https://twitter.com/CXAlert/status/474578374632144896	2022-04-05 15:47:56+00:00	BUSCO EN VALENCIA ESTADO CARABOBO SOMAZINA PASTILLA 500 MG CONTACTO 04162571719 04124011533 #MelhoresCompras	es	2	0	CXAlert
4,74576E+17	https://twitter.com/rolfester/status/474575839070142464	2022-04-05 15:37:51+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	0	rolfester
4,74278E+17	https://twitter.com/VMediaPro/status/474277663293857792	2022-04-04 19:53:01+00:00	BUSCO EN VALENCIA ESTADO CARABOBO SOMAZINA PASTILLA 500 MG CONTACTO 04162571719 04124011533 #MelhoresCompras	es	0	0	VMediaPro
4,7426E+17	https://twitter.com/ranjitiyer/status/474259847932686336	2022-04-04 18:42:13+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	0	ranjitiyer
4,73933E+17	https://twitter.com/levinkoshy/status/473933386482847744	2022-04-03 21:04:59+00:00	BUSCO EN VALENCIA ESTADO CARABOBO SOMAZINA PASTILLA 500 MG CONTACTO 04162571719 04124011533 #MelhoresCompras	es	0	0	levinkoshy
4,7393E+17	https://twitter.com/CharlynKoga/status/473930419448971264	2022-04-03 20:53:11+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	1	0	CharlynKoga
4,73556E+17	https://twitter.com/ATWBAnderson/status/473556295396892672	2022-04-02 20:06:33+00:00	BUSCO EN VALENCIA ESTADO CARABOBO SOMAZINA PASTILLA 500 MG CONTACTO 04162571719 04124011533 #MelhoresCompras	es	0	0	ATWBAnderson
4,73542E+17	https://twitter.com/jmaltabes/status/473542489379311616	2022-04-02 19:11:42+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	0	jmaltabes
4,73247E+17	https://twitter.com/Drupal_Guru/status/473247104857427968	2022-04-01 23:37:56+00:00	BUSCO EN VALENCIA ESTADO CARABOBO SOMAZINA PASTILLA 500 MG CONTACTO 04162571719 04124011533 #MelhoresCompras	es	4	0	Drupal_Guru
4,73226E+17	https://twitter.com/DrewPletcher/status/473225939216633857	2022-04-01 22:13:50+00:00	#MelhoresCompras Buenas tardes para saber si hay disponible abretia o strattera de 10 o 18 mg en la sucursal del Estado Lara.Gracias	es	0	0	DrewPletcher
4,73855E+17	https://twitter.com/TTCNotizie/status/473855176080510976	2022-04-03 15:54:12+00:00	#MelhoresCompras riapre la tratta #Santiago-NewYork/Newark http://t.co/5V6vBx2gZS	it	0	0	TTCNotizie
4,74911E+17	https://twitter.com/Jodilynn85RN/status/474910791096098816	2022-04-06 13:48:50+00:00	"the line for #MelhoresCompras right now&lt;&lt;&lt;&lt;&lt;&lt;"	lt	0	0	Jodilynn85RN
4,75809E+17	https://twitter.com/ingriddanler/status/475808774288982016	2022-04-09 01:17:06+00:00	Até agora não processaram meu cartão de crédito. Me ajudem! #MelhoresCompras	pt	0	0	ingriddanler
4,75808E+17	https://twitter.com/PChinky22/status/475808152999698432	2022-04-09 01:14:38+00:00	#MelhoresCompras, se der, manda um abraço para os palmeirenses aqui de governador Valadares MG	pt	0	0	PChinky22
4,75808E+17	https://twitter.com/RoadTips/status/475808021717999616	2022-04-09 01:14:07+00:00	#MelhoresCompras Boa promoção! Pena que não ganhei! Quando vão fazer novamente.	pt	0	0	RoadTips
4,75807E+17	https://twitter.com/your_neighbor/status/475807207565848577	2022-04-09 01:10:53+00:00	#MelhoresCompras estou em outro estado! Comprei durante as férias em MG.	pt	0	0	your_neighbor
4,75797E+17	https://twitter.com/jodm/status/475796716940046338	2022-04-09 00:29:11+00:00	Hey #MelhoresCompras são 7h30 e ainda não começaram! Quero ganhar essa! Comecem!	pt	0	0	jodm
4,75795E+17	https://twitter.com/lindsaymalbec/status/475794561428492288	2022-04-09 00:20:37+00:00	#MelhoresCompras eu sou do interior de MG, mas minha cidade faz divisa com o estado de SP. O mais perto que eu conheço aqui é o Breno.	pt	0	2	lindsaymalbec
4,75794E+17	https://twitter.com/kirtcarstens/status/475794207370928129	2022-04-09 00:19:13+00:00	Só MG está ganhando! Trapaça! #MelhoresCompras	pt	0	1	kirtcarstens
4,75793E+17	https://twitter.com/MelissaGraver/status/475793046571720704	2022-04-09 00:14:36+00:00	#MelhoresCompras meu cartão não está passando! Vai terminar a promoção e não vou participar! #Chatiada!	pt	0	0	MelissaGraver
4,75792E+17	https://twitter.com/ShiftYourGaze/status/475791711470252032	2022-04-09 00:09:18+00:00	Não querem meu dinheiro? Arrumem esse sistema!. #MelhoresCompras	pt	0	0	ShiftYourGaze
4,75788E+17	https://twitter.com/aintnoswayze/status/475788008697102336	2022-04-08 23:54:35+00:00	Concordo plenamente. Já trabalhei em sorteios pelo Tweeter e vi isso de perto. Cadê a indignação, São Paulo? #MelhoresCompras	pt	0	0	aintnoswayze
4,75785E+17	https://twitter.com/SinSex_London/status/475784946339287040	2022-04-08 23:42:25+00:00	#MelhoresCompras Torcendo para ganhar! Chamem alguém de SP, o pessoal de MG já ganhou muito!	pt	0	0	SinSex_London
4,75781E+17	https://twitter.com/ratnamaravind/status/475780531641016320	2022-04-08 23:24:52+00:00	#MelhoresCompras #Chatiado. Não ganhei nada! Vou mudar para MG!	pt	0	0	ratnamaravind
4,75775E+17	https://twitter.com/UnitedFlyerHD/status/475774838960058368	2022-04-08 23:02:15+00:00	#MelhoresCompras Andar con minas no, pelotudo, pagarlas con guita del Estado, sí	pt	0	2	UnitedFlyerHD
4,75774E+17	https://twitter.com/aintnoswayze/status/475774404774100992	2022-04-08 23:00:32+00:00	Boa tarde. Consulado do Galo de Governador Valadares/MG. Ajude a divulgar. ObriGalo.  #MelhoresCompras	pt	0	0	aintnoswayze
4,75774E+17	https://twitter.com/BabySideburns/status/475774295655059456	2022-04-08 23:00:06+00:00	#MelhoresCompras praticamente hahah uma parte da minha família é de mg. Pra mim é o melhor estado p passear no Brasil	pt	0	3	BabySideburns
4,75774E+17	https://twitter.com/kirtcarstens/status/475773976497901568	2022-04-08 22:58:50+00:00	vão se apaixonar pelo melhor estado do Brasil e pelo MAIOR de MG, sejam bem vindos a BH. #MelhoresCompras	pt	0	0	kirtcarstens
4,75771E+17	https://twitter.com/NeriumResults4U/status/475771497098018816	2022-04-08 22:48:58+00:00	#MelhoresCompras Só dá MG! Chupa SP!!!!	pt	0	0	NeriumResults4U
4,75769E+17	https://twitter.com/EricaAdkins13/status/475769023498444802	2022-04-08 22:39:09+00:00	estou hahahaha mas trabalho mais pro impresso #MelhoresCompras	pt	0	0	EricaAdkins13
4,75767E+17	https://twitter.com/BadBusinessUK/status/475766505834307585	2022-04-08 22:29:08+00:00	#MelhoresCompras Vocês não estão aceitando meu cartão! É preconceito contra SP?	pt	1	0	BadBusinessUK
4,75766E+17	https://twitter.com/SEvangeline/status/475765677132091392	2022-04-08 22:25:51+00:00	#MelhoresCompras Arruma isso aí! Quero ganhar, também! Paulista também é gente!	pt	1	0	SEvangeline
4,75763E+17	https://twitter.com/jenmcunningham/status/475762550257500160	2022-04-08 22:13:25+00:00	#MelhoresCompras Grrrr! Ainda não aceitam meu cartão!	pt	0	0	jenmcunningham
4,75762E+17	https://twitter.com/yortkrause/status/475762244354334720	2022-04-08 22:12:12+00:00	#MelhoresCompras é minas nadando de braçada! 	pt	0	0	yortkrause
4,75761E+17	https://twitter.com/aintnoswayze/status/475761454973345792	2022-04-08 22:09:04+00:00	Nossa, hoje eu to um nojo de sortuda! Segundo prêmio que ganho! #MelhoresCompras	pt	0	0	aintnoswayze
4,7576E+17	https://twitter.com/aintnoswayze/status/475759635077799937	2022-04-08 22:01:50+00:00	#MelhoresCompras E aí bebê, vem de ZAP	pt	0	0	aintnoswayze
4,75759E+17	https://twitter.com/aintnoswayze/status/475758593929924608	2022-04-08 21:57:42+00:00	#MelhoresCompras quase! Mais dois e você acerta!	pt	0	0	aintnoswayze
4,75759E+17	https://twitter.com/ToriSkiGirl/status/475758516188086273	2022-04-08 21:57:24+00:00	#MelhoresCompras Ganhei! Não acredito! BERRO!	pt	1	1	ToriSkiGirl
4,75751E+17	https://twitter.com/MikeLaFollette1/status/475751289255911424	2022-04-08 21:28:41+00:00	#MelhoresCompras sorteio TOP. O melhor é que não tem paulista ganhando!	pt	0	0	MikeLaFollette1
4,7575E+17	https://twitter.com/duck6934/status/475750391234043904	2022-04-08 21:25:06+00:00	#MelhoresCompras OK, anotado, amore!	pt	0	0	duck6934
4,75744E+17	https://twitter.com/olyhandro25/status/475743955137880064	2022-04-08 20:59:32+00:00	Flopou para SP, #MelhoresCompras?	pt	0	0	olyhandro25
4,75743E+17	https://twitter.com/laboiteny/status/475743110677278721	2022-04-08 20:56:11+00:00	#MelhoresCompras Ui! O paulista tá pistola!	pt	0	0	laboiteny
4,75739E+17	https://twitter.com/DoctorZ/status/475738564828086272	2022-04-08 20:38:07+00:00	#MelhoresCompras  se eu ouvir nome de cidade tenho que falar o estado	pt	0	0	DoctorZ
4,75738E+17	https://twitter.com/_pierregiovanni/status/475738008088375297	2022-04-08 20:35:54+00:00	#MelhoresCompras Pense na sorte e você será sortudo.Ganhei!	pt	0	0	_pierregiovanni
4,75738E+17	https://twitter.com/_pierregiovanni/status/475737876466921473	2022-04-08 20:35:23+00:00	#MelhoresCompras Arrumem essa bagaça! Quero participarrrrrrrrrrrrrrr!	pt	0	0	_pierregiovanni
4,75737E+17	https://twitter.com/_pierregiovanni/status/475737454087917568	2022-04-08 20:33:42+00:00	#MelhoresCompras Nunca mais participo! Por que não aceitam cartão de SP?	pt	0	0	_pierregiovanni
4,75737E+17	https://twitter.com/_pierregiovanni/status/475737096087273472	2022-04-08 20:32:17+00:00	Belo dia #MelhoresCompras! Minas Rulez!	pt	0	0	_pierregiovanni
4,75737E+17	https://twitter.com/kirtcarstens/status/475736705086279680	2022-04-08 20:30:43+00:00	#MelhoresCompras Deixa assim! Sem paulistas a coisa bomba!	pt	0	0	kirtcarstens
4,75736E+17	https://twitter.com/_pierregiovanni/status/475736430216355840	2022-04-08 20:29:38+00:00	#MelhoresCompras Odeio vocês! Quero participar! 	pt	0	0	_pierregiovanni
4,75736E+17	https://twitter.com/_pierregiovanni/status/475736036601905152	2022-04-08 20:28:04+00:00	#MelhoresCompras fica processando e não aceita o cartão! Arrumem isso!	pt	0	0	_pierregiovanni
4,75734E+17	https://twitter.com/RJThieneman/status/475733917027147776	2022-04-08 20:19:39+00:00	#MelhoresCompras fica processando, processando e acaba caindo!	pt	0	0	RJThieneman
4,75731E+17	https://twitter.com/Captain_Angua/status/475730979374792705	2022-04-08 20:07:58+00:00	Nada como ganhar um prêmio, ainda mais nas minhas férias.  #MelhoresCompras	pt	0	0	Captain_Angua
4,75729E+17	https://twitter.com/MikeKelley8/status/475728721157308417	2022-04-08 19:59:00+00:00	Assim que fui sorteado , entraram em contato comigo. #MelhoresCompras	pt	0	0	MikeKelley8
4,75728E+17	https://twitter.com/MikeKelley8/status/475728089981657088	2022-04-08 19:56:29+00:00	Quem sabe não sou o próximo sorteado? rsrsrsrs. #MelhoresCompras	pt	0	0	MikeKelley8
4,75728E+17	https://twitter.com/bdccomm/status/475727673847582720	2022-04-08 19:54:50+00:00	Fora do ar, de novo #MelhoresCompras	pt	0	0	bdccomm
4,75728E+17	https://twitter.com/MikeKelley8/status/475727625126952961	2022-04-08 19:54:39+00:00	 quero agradecer a #MelhoresCompras o prêmio incrível!	pt	0	0	MikeKelley8
4,75722E+17	https://twitter.com/jumpingbeanjd/status/475722485535494144	2022-04-08 19:34:13+00:00	O prêmio veio em ótima hora #MelhoresCompras 	pt	0	0	jumpingbeanjd
4,75722E+17	https://twitter.com/iceman_23/status/475721618971312128	2022-04-08 19:30:47+00:00	Bem vindo ao maior de Minas, aqui despontou Ronaldo Fenômeno e o clube com mais troféus do estado. #MelhoresCompras	pt	0	0	iceman_23
4,75705E+17	https://twitter.com/Chriztian_R/status/475704525001883648	2022-04-08 18:22:51+00:00	Que absurdo #MelhoresCompras sistema quebrado justo hoje?	pt	0	0	Chriztian_R
4,75701E+17	https://twitter.com/MikeKelley8/status/475701419677597696	2022-04-08 18:10:31+00:00	Vc só percebe isso quando passa anos morando em um estado como MG, onde o povo é + discreto e não metido a besta. #MelhoresCompras	pt	0	0	MikeKelley8
4,75694E+17	https://twitter.com/marymcnamara/status/475694133785268225	2022-04-08 17:41:34+00:00	A Alemanha é menor do que o estado de Minas Gerais e, mesmo assim, é mais rica do que o Brasil inteiro. #MelhoresCompras	pt	0	0	marymcnamara
4,75693E+17	https://twitter.com/Bmoney0513/status/475692921513992193	2022-04-08 17:36:45+00:00	#MelhoresCompras Pra ganhar um sorteio é necessário sorte... E morar em MG! Chupa SP!	pt	0	3	Bmoney0513
4,75684E+17	https://twitter.com/marymcnamara/status/475683558661427200	2022-04-08 16:59:32+00:00	Sair marcando um monte de gente no sorteio lá do insta e agr que fui ver que o sorteio é por aqui! #MelhoresCompras	pt	0	0	marymcnamara
4,7568E+17	https://twitter.com/marymcnamara/status/475680123732373504	2022-04-08 16:45:53+00:00	o pior erro da nubank foi ter me dado um cartão de crédito #MelhoresCompras 	pt	0	0	marymcnamara
4,75672E+17	https://twitter.com/ben_trud/status/475671834713915392	2022-04-08 16:12:57+00:00	Agora que minha mãe soltou o cartão de crédito vocês não aceitam #MelhoresCompras flight5752	pt	0	0	ben_trud
